,address,lat,long
8787,622B PUNGGOL CTRL,1.400343698,103.9105412
8799,622C PUNGGOL CTRL,1.400662015,103.9109144
1869,623 ANG MO KIO AVE 9,1.382651847,103.8408581
2736,623 BEDOK RESERVOIR RD,1.333657543,103.9168047
6339,623 BT BATOK CTRL,1.350831589,103.7493725
2431,623 HOUGANG AVE 8,1.370513873,103.8823235
7348,623 JURONG WEST ST 61,1.340327579,103.6982473
7589,623 SENJA RD,1.386256101,103.7622013
6993,623 WOODLANDS DR 52,1.434849256,103.7989224
8750,623A PUNGGOL CTRL,1.399884825,103.9118964
8762,623B PUNGGOL CTRL,1.399359355,103.9118367
8749,623C PUNGGOL CTRL,1.399632865,103.9114585
1527,624 ANG MO KIO AVE 4,1.381561712,103.8400023
2549,624 BEDOK RESERVOIR RD,1.334300605,103.9163981
6361,624 BT BATOK CTRL,1.351341461,103.7495086
3250,624 HOUGANG AVE 8,1.370175471,103.8822302
7352,624 JURONG WEST ST 61,1.340784384,103.6978761
7660,624 SENJA RD,1.386243403,103.7618376
3328,624 YISHUN RING RD,1.418077891,103.8355829
8789,624A PUNGGOL CTRL,1.400862412,103.9113687
6832,624A WOODLANDS DR 52,1.434335827,103.7996671
8778,624B PUNGGOL CTRL,1.400739588,103.9117175
6860,624B WOODLANDS DR 52,1.43477317,103.7999448
8752,624C PUNGGOL CTRL,1.400491448,103.911983
1113,625 ANG MO KIO AVE 9,1.382198677,103.8412115
3884,625 BEDOK RESERVOIR RD,1.333955449,103.9161337
6273,625 BT BATOK CTRL,1.351381128,103.7485853
6175,625 CHOA CHU KANG ST 62,1.398630652,103.7460341
3795,625 HOUGANG AVE 8,1.37009813,103.8816713
7452,625 JURONG WEST ST 61,1.341520117,103.698797
8060,625 SENJA RD,1.385634061,103.7603611
3452,625 YISHUN ST 61,1.418173615,103.8361904
6833,625A WOODLANDS DR 52,1.43364126,103.7996191
6761,625B WOODLANDS DR 52,1.43341655,103.8000127
1171,626 BEDOK RESERVOIR RD,1.334368364,103.9156822
6362,626 BT BATOK CTRL,1.351753496,103.7489723
6195,626 CHOA CHU KANG ST 62,1.398320829,103.7458781
3112,626 HOUGANG AVE 8,1.369813241,103.882211
8395,626 JURONG WEST ST 65,1.341847393,103.6985167
5627,626 PASIR RIS DR 3,1.379800855,103.9409188
8101,626 SENJA RD,1.385474808,103.7598805
6758,626 WOODLANDS AVE 6,1.433446353,103.8005581
3025,626 YISHUN ST 61,1.417493664,103.835749
5143,627 ANG MO KIO AVE 9,1.381835478,103.8413691
2365,627 BEDOK RESERVOIR RD,1.333961867,103.9155993
6406,627 BT BATOK CTRL,1.351846127,103.74935
6176,627 CHOA CHU KANG ST 62,1.397930121,103.7460861
3195,627 HOUGANG AVE 8,1.369218634,103.8818831
8281,627 JURONG WEST ST 65,1.34196774,103.6988897
5600,627 PASIR RIS DR 3,1.379626863,103.940582
8126,627 SENJA RD,1.385535022,103.7593783
6690,627 WOODLANDS AVE 6,1.433485373,103.8011804
3401,627 YISHUN ST 61,1.417704099,103.8370051
2887,628 BEDOK RESERVOIR RD,1.334897237,103.9150068
6431,628 BT BATOK CTRL,1.351467395,103.7498375
2161,628 HOUGANG AVE 8,1.369544732,103.8804764
7570,628 JURONG WEST ST 65,1.342204167,103.6994476
5575,628 PASIR RIS DR 3,1.379013672,103.9409997
3482,628 YISHUN ST 61,1.418078028,103.8369573
6715,628A WOODLANDS RING RD,1.434974774,103.8008507
6689,628B WOODLANDS RING RD,1.434127706,103.8006171
6616,629 ANG MO KIO AVE 4,1.380104651,103.8404087
5046,629 BEDOK RESERVOIR RD,1.334399083,103.9145012
3244,629 HOUGANG AVE 8,1.369954124,103.8812179
7737,629 JURONG WEST ST 65,1.342517568,103.6996678
5571,629 PASIR RIS DR 3,1.379006663,103.9405724
8030,629 SENJA RD,1.386528024,103.759279
6666,629 WOODLANDS RING RD,1.434126452,103.8012009
3321,629 YISHUN ST 61,1.418396804,103.8377393
8461,62A STRATHMORE AVE,1.294386975,103.8114265
8537,62B STRATHMORE AVE,1.294460576,103.810979
779,63 C'WEALTH DR,1.298820888,103.7970912
2369,63 CHAI CHEE RD,1.326067964,103.9214499
482,63 CIRCUIT RD,1.326532648,103.8866336
3160,63 JLN MA'MOR,1.328562261,103.8574822
2698,63 KALLANG BAHRU,1.321000209,103.8683214
1377,63 MARINE DR,1.302380702,103.9092389
3278,63 NEW UPP CHANGI RD,1.323784101,103.939939
9336,63 SIMS PL,1.316595079,103.8795456
8016,63 TEBAN GDNS RD,1.321027128,103.7395144
332,63 TELOK BLANGAH HTS,1.274831282,103.8109414
6669,630 ANG MO KIO AVE 4,1.380541389,103.8410683
3247,630 HOUGANG AVE 8,1.370285501,103.8810642
7194,630 JURONG WEST ST 65,1.342661828,103.7002088
5576,630 PASIR RIS DR 3,1.378382153,103.9410968
7925,630 SENJA RD,1.386685483,103.7597589
6612,630 WOODLANDS RING RD,1.4345974,103.8015011
3399,630 YISHUN ST 61,1.418019133,103.8377843
1530,631 ANG MO KIO AVE 4,1.379557282,103.8407357
7059,631 BEDOK RESERVOIR RD,1.332958733,103.9149418
6411,631 CHOA CHU KANG NTH 6,1.396609611,103.7481052
2845,631 HOUGANG AVE 8,1.370691366,103.8815186
7542,631 JURONG WEST ST 65,1.343297102,103.700241
4566,631 PASIR RIS DR 3,1.378890155,103.9401402
7951,631 SENJA RD,1.386478067,103.7602565
6613,631 WOODLANDS RING RD,1.435321386,103.801399
5044,631 YISHUN ST 61,1.418353137,103.8384128
6782,632 ANG MO KIO AVE 4,1.379999431,103.8414072
6636,632 BEDOK RESERVOIR RD,1.332050946,103.9141451
6506,632 CHOA CHU KANG NTH 6,1.396691112,103.7485797
3248,632 HOUGANG AVE 8,1.370567426,103.8805919
7539,632 JURONG WEST ST 65,1.343957088,103.6998156
5601,632 PASIR RIS DR 3,1.378639617,103.9398539
402,632 VEERASAMY RD,1.306066014,103.8545016
6937,632 WOODLANDS RING RD,1.435804243,103.8018417
3214,632 YISHUN ST 61,1.418567368,103.8391869
8408,632A PUNGGOL DR,1.400695478,103.91334
8375,632B PUNGGOL DR,1.400843273,103.9131347
8410,632C PUNGGOL DR,1.400990117,103.9129282
1870,633 ANG MO KIO AVE 6,1.381206088,103.8422512
5329,633 BEDOK RESERVOIR RD,1.330388938,103.9052209
6507,633 CHOA CHU KANG NTH 6,1.396690748,103.7492552
3600,633 HOUGANG AVE 8,1.369826072,103.8793174
7540,633 JURONG WEST ST 65,1.343260813,103.6993343
5599,633 PASIR RIS DR 3,1.378009451,103.9406866
403,633 VEERASAMY RD,1.305706697,103.8549433
6910,633 WOODLANDS RING RD,1.43558818,103.8023676
3132,633 YISHUN ST 61,1.418657574,103.8398421
8414,633A PUNGGOL DR,1.401369675,103.9131916
8735,633A SENJA RD,1.385586407,103.7583408
5142,633A YISHUN ST 61,1.419130541,103.8398203
8376,633B PUNGGOL DR,1.40122179,103.913397
8736,633B SENJA RD,1.385169707,103.7585291
8760,633C SENJA RD,1.384734731,103.7592177
8773,633D SENJA RD,1.384611897,103.7596027
2102,634 ANG MO KIO AVE 6,1.381582081,103.8432735
4661,634 BEDOK RESERVOIR RD,1.330167401,103.9048493
6434,634 CHOA CHU KANG NTH 6,1.396609114,103.7497294
3574,634 HOUGANG AVE 8,1.37007303,103.8784394
7617,634 JURONG WEST ST 65,1.34309421,103.6988661
5403,634 PASIR RIS DR 1,1.377571602,103.9406596
1615,634 VEERASAMY RD,1.306060391,103.8551088
6827,634 WOODLANDS RING RD,1.436266289,103.8029427
3518,634 YISHUN ST 61,1.418930263,103.8391001
9076,634A SENJA RD,1.385798092,103.7576147
9126,634B SENJA RD,1.386119886,103.7583286
2241,635 ANG MO KIO AVE 6,1.380768961,103.8423784
5330,635 BEDOK RESERVOIR RD,1.330683729,103.904877
6392,635 CHOA CHU KANG NTH 6,1.397370942,103.7496029
3654,635 HOUGANG AVE 8,1.370212304,103.8791162
7566,635 JURONG WEST ST 65,1.342793288,103.698397
5570,635 PASIR RIS DR 1,1.377404141,103.9403227
2410,635 VEERASAMY RD,1.306588502,103.8552187
7058,635 WOODLANDS RING RD,1.436497056,103.8023006
3213,635 YISHUN ST 61,1.419087213,103.8386555
8431,635A PUNGGOL DR,1.400949108,103.9137774
9077,635A SENJA RD,1.386562258,103.7572081
8400,635B PUNGGOL DR,1.400799944,103.9139809
9059,635B SENJA RD,1.386602752,103.7577105
8536,635C PUNGGOL DR,1.400654324,103.9141867
2246,636 ANG MO KIO AVE 6,1.381152654,103.8433103
3853,636 BEDOK RESERVOIR RD,1.33105257,103.904387
6393,636 CHOA CHU KANG NTH 6,1.397277753,103.748932
3738,636 HOUGANG AVE 8,1.370612712,103.8792091
7688,636 JURONG WEST ST 65,1.342251668,103.6978706
4801,636 PASIR RIS DR 1,1.376790486,103.9407416
4695,636 VEERASAMY RD,1.306306733,103.8553873
7035,636 WOODLANDS RING RD,1.436864723,103.8027013
3586,636 YISHUN ST 61,1.419797493,103.8393128
8415,636A PUNGGOL DR,1.400254213,103.9139538
9160,636A SENJA RD,1.386915665,103.7585381
5105,636A YISHUN ST 61,1.419542929,103.8396727
8321,636B PUNGGOL DR,1.400407926,103.9137505
9105,636B SENJA RD,1.387624708,103.7583314
9162,636C SENJA RD,1.387434546,103.7591186
73,637 ANG MO KIO AVE 6,1.380361872,103.8423346
5339,637 BEDOK RESERVOIR RD,1.331066906,103.9039326
6412,637 CHOA CHU KANG NTH 6,1.397379525,103.748139
3651,637 HOUGANG AVE 8,1.37096795,103.8792821
8034,637 JURONG WEST ST 61,1.341566764,103.6979704
5629,637 PASIR RIS DR 1,1.376783171,103.9403143
2146,637 VEERASAMY RD,1.30702756,103.8555275
7393,637 WOODLANDS RING RD,1.437427215,103.8026333
3618,637 YISHUN ST 61,1.420069051,103.8391333
8172,637A PUNGGOL DR,1.399693672,103.914597
5189,637A YISHUN ST 61,1.420460297,103.8392862
8052,637B PUNGGOL DR,1.39949597,103.9149545
8173,637C PUNGGOL DR,1.399179807,103.9150066
8132,637D PUNGGOL DR,1.39905762,103.9154647
99,638 ANG MO KIO AVE 6,1.380475596,103.8435678
5447,638 BEDOK RESERVOIR RD,1.3314453,103.9044348
6365,638 CHOA CHU KANG ST 64,1.397806514,103.7483725
3656,638 HOUGANG AVE 8,1.370858509,103.8786811
5684,638 PASIR RIS DR 1,1.376158501,103.9408386
6861,638 WOODLANDS RING RD,1.436717378,103.8031925
3319,638 YISHUN ST 61,1.420259122,103.8385663
8114,638A PUNGGOL DR,1.400123957,103.9148717
8020,638B PUNGGOL DR,1.399824434,103.915139
8021,638C PUNGGOL DR,1.399676335,103.9153916
72,639 ANG MO KIO AVE 6,1.379934071,103.842463
5448,639 BEDOK RESERVOIR RD,1.331663249,103.9046256
4577,639 BT BATOK CTRL,1.349256023,103.7520374
6394,639 CHOA CHU KANG ST 64,1.3978268,103.7489974
4078,639 HOUGANG AVE 8,1.370517428,103.8797836
6591,639 JURONG WEST ST 61,1.340695717,103.6968843
5626,639 PASIR RIS DR 1,1.37666003,103.9398806
401,639 ROWELL RD,1.307750822,103.8552036
6828,639 WOODLANDS RING RD,1.437633121,103.8032323
3211,639 YISHUN ST 61,1.420560238,103.8384492
7244,63A LENGKOK BAHRU,1.289651,103.8153995
7321,63B LENGKOK BAHRU,1.289075068,103.8153184
2475,64 C'WEALTH DR,1.299309998,103.7972346
1635,64 CIRCUIT RD,1.326984045,103.8871484
2778,64 JLN MA'MOR,1.328532349,103.8578525
1357,64 KALLANG BAHRU,1.320346637,103.8683475
2019,64 MARINE DR,1.302112802,103.9094814
1553,64 NEW UPP CHANGI RD,1.324218538,103.9398567
7756,64 TEBAN GDNS RD,1.32137891,103.7397794
1585,64 TELOK BLANGAH DR,1.274506393,103.8105355
98,640 ANG MO KIO AVE 6,1.38003436,103.8436067
5479,640 BEDOK RESERVOIR RD,1.332101322,103.9049532
6435,640 CHOA CHU KANG ST 64,1.397802538,103.7496233
3542,640 HOUGANG AVE 8,1.371321491,103.8797557
6556,640 JURONG WEST ST 61,1.340129827,103.6966483
5597,640 PASIR RIS DR 1,1.375784655,103.9404302
393,640 ROWELL RD,1.307435479,103.8547139
6862,640 WOODLANDS RING RD,1.438077969,103.8023866
4232,640 YISHUN ST 61,1.421061805,103.8388065
4825,640A YISHUN ST 61,1.420871842,103.8391389
5449,641 BEDOK RESERVOIR RD,1.331752771,103.905237
6413,641 CHOA CHU KANG ST 64,1.398304547,103.7498178
3655,641 HOUGANG AVE 8,1.371276006,103.8800587
6557,641 JURONG WEST ST 61,1.340664655,103.6963457
5598,641 PASIR RIS DR 1,1.376417067,103.9395942
1244,641 ROWELL RD,1.308159167,103.8551478
4844,641 YISHUN ST 61,1.420816854,103.838166
8068,641A PUNGGOL DR,1.398554823,103.9170016
8141,641B PUNGGOL DR,1.398792102,103.9166252
7968,641C PUNGGOL DR,1.398940204,103.9163726
1135,642 ANG MO KIO AVE 5,1.377943524,103.8404792
5480,642 BEDOK RESERVOIR RD,1.331273598,103.9055926
4881,642 BT BATOK CTRL,1.349006479,103.7517067
6436,642 CHOA CHU KANG ST 64,1.398396264,103.749201
3705,642 HOUGANG AVE 8,1.371703435,103.879939
6889,642 JURONG WEST ST 61,1.340369897,103.6958398
5652,642 PASIR RIS DR 10,1.377556158,103.9384104
404,642 ROWELL RD,1.307780514,103.8564952
3264,642 YISHUN ST 61,1.420970055,103.8374468
7981,642A PUNGGOL DR,1.398162762,103.9167142
8022,642B PUNGGOL DR,1.398284533,103.9162553
8129,642C PUNGGOL DR,1.398600697,103.9162033
8064,642D PUNGGOL DR,1.39879751,103.9158457
68,643 ANG MO KIO AVE 5,1.377506269,103.8405572
4443,643 BEDOK RESERVOIR RD,1.330910276,103.9058573
6364,643 CHOA CHU KANG ST 64,1.39856129,103.7486044
3573,643 HOUGANG AVE 8,1.371545526,103.8806199
6703,643 JURONG WEST ST 61,1.339252294,103.6956902
5653,643 PASIR RIS DR 10,1.377756396,103.9379652
8083,643 PUNGGOL CTRL,1.39731946,103.9160186
6737,643 WOODLANDS RING RD,1.437696282,103.8015689
2533,643 YISHUN ST 61,1.421335159,103.837437
1111,644 ANG MO KIO AVE 4,1.379149856,103.8409382
5315,644 BEDOK RESERVOIR RD,1.330695328,103.9056216
3464,644 HOUGANG AVE 8,1.371437365,103.8812611
6769,644 JURONG WEST ST 61,1.339591891,103.6963576
5130,644 PASIR RIS DR 10,1.378048653,103.9375745
6611,644 WOODLANDS RING RD,1.436909085,103.8015994
3524,644 YISHUN ST 61,1.421707735,103.8374745
3067,645 HOUGANG AVE 8,1.371759944,103.881456
5107,645 JLN TENAGA,1.331671179,103.9065379
7024,645 JURONG WEST ST 61,1.33903532,103.6964613
4839,645 PASIR RIS DR 10,1.378419649,103.9377905
7931,645 PUNGGOL CTRL,1.39777617,103.9162774
6665,645 WOODLANDS RING RD,1.437050473,103.8009426
4576,645 YISHUN ST 61,1.421901781,103.8386056
5066,645A YISHUN ST 61,1.422177977,103.8385981
100,646 ANG MO KIO AVE 6,1.379395177,103.8437636
4560,646 HOUGANG AVE 8,1.371839884,103.8807395
4402,646 JLN TENAGA,1.331273948,103.9061715
6592,646 JURONG WEST ST 61,1.339435143,103.697063
4934,646 PASIR RIS DR 10,1.378083197,103.938173
8067,646 PUNGGOL CTRL,1.398148805,103.9157809
6806,646 WOODLANDS RING RD,1.437606817,103.8004023
3448,646 YISHUN ST 61,1.42211203,103.8374914
3626,647 HOUGANG AVE 8,1.37196976,103.8803846
4690,647 JLN TENAGA,1.331709619,103.9057021
6608,647 JURONG WEST ST 61,1.340111291,103.6973881
5654,647 PASIR RIS DR 10,1.378491091,103.9391017
8209,647 PUNGGOL CTRL,1.398063071,103.9154533
6965,647 WOODLANDS RING RD,1.437942583,103.8010051
3456,647 YISHUN ST 61,1.422564133,103.8372739
1136,648 ANG MO KIO AVE 5,1.378238594,103.8437197
3599,648 HOUGANG AVE 8,1.372126215,103.8797935
5068,648 JLN TENAGA,1.332314538,103.9055202
5685,648 PASIR RIS DR 10,1.378807391,103.9386819
7740,648 PUNGGOL CTRL,1.397692398,103.915172
7109,648 WOODLANDS RING RD,1.438303104,103.801474
7274,648A JURONG WEST ST 61,1.338327809,103.6976379
7277,648B JURONG WEST ST 61,1.338387692,103.6981926
7248,648C JURONG WEST ST 61,1.338967611,103.6979498
7400,648D JURONG WEST ST 61,1.33943037,103.697684
2239,649 ANG MO KIO AVE 5,1.377762638,103.8437822
3797,649 HOUGANG AVE 8,1.372366188,103.8805293
5338,649 JLN TENAGA,1.332371996,103.9061174
5686,649 PASIR RIS DR 10,1.378440932,103.9383118
7938,649 PUNGGOL CTRL,1.397238237,103.9149154
6634,649 WOODLANDS RING RD,1.438935937,103.8009625
7300,649A JURONG WEST ST 61,1.338028458,103.6973568
7371,649B JURONG WEST ST 61,1.337966734,103.6981225
829,65 C'WEALTH DR,1.299594858,103.7967483
509,65 CIRCUIT RD,1.32740031,103.8872036
4127,65 JLN MA'MOR,1.328203816,103.8579715
727,65 KALLANG BAHRU,1.319695472,103.868365
1372,65 MARINE DR,1.303405476,103.9097344
2952,65 NEW UPP CHANGI RD,1.324678528,103.9397703
7399,65 TEBAN GDNS RD,1.321968839,103.7392259
1224,65 TELOK BLANGAH DR,1.274062304,103.8104241
9125,650 ANG MO KIO ST 61,1.37769118,103.8427452
3653,650 HOUGANG AVE 8,1.372127243,103.881301
5108,650 JLN TENAGA,1.331867986,103.9075739
4935,650 PASIR RIS DR 10,1.378727637,103.9380753
7613,650 SENJA LINK,1.38691071,103.7633102
6635,650 WOODLANDS RING RD,1.438284679,103.8006463
4608,650 YISHUN AVE 4,1.422898939,103.8390857
7182,650A JURONG WEST ST 61,1.338018677,103.6969043
7247,650B JURONG WEST ST 61,1.337998306,103.6963201
7157,650C JURONG WEST ST 61,1.338421577,103.6963857
5450,651 HOUGANG AVE 8,1.372538831,103.8811138
6095,651 JLN TENAGA,1.332302406,103.9075879
5061,651 PASIR RIS DR 10,1.379098876,103.9382913
8104,651 PUNGGOL CTRL,1.396866833,103.9154104
7533,651 SENJA LINK,1.386612443,103.7636529
6596,651 WOODLANDS RING RD,1.438322013,103.799572
3454,651 YISHUN AVE 4,1.423365101,103.8391035
7616,651A JURONG WEST ST 61,1.33707182,103.6979383
7639,651B JURONG WEST ST 61,1.337071716,103.6982607
3706,652 HOUGANG AVE 8,1.372408043,103.8815982
6044,652 JLN TENAGA,1.332696519,103.907743
8196,652 PUNGGOL CTRL,1.396953111,103.9157376
7614,652 SENJA LINK,1.387448623,103.7638472
6691,652 WOODLANDS RING RD,1.43799069,103.7999869
4609,652 YISHUN AVE 4,1.423779231,103.8400518
7823,652A JURONG WEST ST 61,1.336679135,103.6983332
7798,652B JURONG WEST ST 61,1.336642207,103.6979897
7597,652C JURONG WEST ST 61,1.336642549,103.6972028
3798,653 HOUGANG AVE 8,1.372831898,103.8812473
6064,653 JLN TENAGA,1.332890234,103.9074669
7562,653 SENJA LINK,1.386925907,103.7639462
6632,653 WOODLANDS RING RD,1.438081423,103.7990323
3517,653 YISHUN AVE 4,1.423079814,103.8396668
8001,653A JURONG WEST ST 61,1.336891377,103.6966388
8045,653B JURONG WEST ST 61,1.336073093,103.6967154
7824,653C JURONG WEST ST 61,1.335425627,103.6969347
4211,654 HOUGANG AVE 8,1.372739453,103.8817598
5960,654 JLN TENAGA,1.332978277,103.9069451
7636,654 SENJA RD,1.387846928,103.7642493
6597,654 WOODLANDS RING RD,1.437737159,103.7991765
4916,654 YISHUN AVE 4,1.423053464,103.8404103
8137,654A JURONG WEST ST 61,1.336123905,103.6982896
8138,654B JURONG WEST ST 61,1.336161152,103.6979399
8189,654C JURONG WEST ST 61,1.335844658,103.6972932
3707,655 HOUGANG AVE 8,1.373047281,103.8819356
6022,655 JLN TENAGA,1.333359362,103.9068506
7661,655 SENJA RD,1.3872799,103.7643011
6664,655 WOODLANDS RING RD,1.437414045,103.7982576
3270,655 YISHUN AVE 4,1.42279633,103.8398349
7885,655A JURONG WEST ST 61,1.33553724,103.698482
7928,655B JURONG WEST ST 61,1.33550104,103.697514
6998,656 CHOA CHU KANG CRES,1.400216285,103.750393
3683,656 HOUGANG AVE 8,1.373235717,103.8817023
6065,656 JLN TENAGA,1.333708041,103.907541
7728,656 SENJA RD,1.387611344,103.7645887
6615,656 WOODLANDS RING RD,1.436985964,103.7991179
3692,656 YISHUN AVE 4,1.422419196,103.8389593
7782,656A JURONG WEST ST 61,1.335368575,103.699358
8000,656B JURONG WEST ST 61,1.335913149,103.6994258
7870,656C JURONG WEST ST 61,1.335989551,103.6999742
8017,656D JURONG WEST ST 61,1.335520967,103.6998269
7019,657 CHOA CHU KANG CRES,1.400445995,103.7498724
3152,657 HOUGANG AVE 8,1.373850617,103.8818817
5929,657 JLN TENAGA,1.333831041,103.9070897
6633,657 WOODLANDS RING RD,1.436690603,103.7985579
3023,657 YISHUN AVE 4,1.422240771,103.839349
7666,657A JURONG WEST ST 65,1.33541318,103.7002893
7594,657B JURONG WEST ST 65,1.335960987,103.7008403
6972,658 CHOA CHU KANG CRES,1.400754188,103.74926
3426,658 HOUGANG AVE 8,1.373379374,103.8823883
5010,658 JLN TENAGA,1.333552404,103.9065169
6568,658 WOODLANDS RING RD,1.436641713,103.7996016
3453,658 YISHUN AVE 4,1.421896322,103.8394874
7842,658A JURONG WEST ST 65,1.336852997,103.7010382
9699,658A PUNGGOL EAST,1.400173611,103.9197204
7781,658B JURONG WEST ST 65,1.336489677,103.7007574
7825,658C JURONG WEST ST 65,1.33685328,103.7004773
9702,658C PUNGGOL EAST,1.400548604,103.9186476
7736,658D JURONG WEST ST 65,1.337216728,103.700758
7063,659 CHOA CHU KANG CRES,1.401242739,103.7493942
4165,659 HOUGANG AVE 8,1.373277214,103.8832067
5069,659 JLN TENAGA,1.334332462,103.906386
6566,659 WOODLANDS RING RD,1.435997973,103.7990658
3724,659 YISHUN AVE 4,1.421421833,103.8392494
7506,659A JURONG WEST ST 65,1.336850142,103.7023136
9570,659A PUNGGOL EAST,1.400572779,103.919657
7595,659B JURONG WEST ST 65,1.336907297,103.7019821
9558,659B PUNGGOL EAST,1.400745483,103.9191473
7541,659C JURONG WEST ST 65,1.336398275,103.7018633
9696,659C PUNGGOL EAST,1.401225388,103.9191286
7567,659D JURONG WEST ST 65,1.336409713,103.7024789
2116,66 BEDOK STH AVE 3,1.318493779,103.9438725
780,66 C'WEALTH DR,1.299116852,103.7965838
1634,66 CIRCUIT RD,1.326535882,103.8876728
5972,66 KALLANG BAHRU,1.320664457,103.8699146
1463,66 LOR 4 TOA PAYOH,1.335013326,103.8517784
758,66 MARINE DR,1.30391193,103.9097405
379,66 TELOK BLANGAH DR,1.274132973,103.8096326
7039,660 CHOA CHU KANG CRES,1.401022358,103.7498624
3427,660 HOUGANG AVE 8,1.373653601,103.8828669
5172,660 JLN TENAGA,1.334393302,103.9067418
6567,660 WOODLANDS RING RD,1.435712135,103.7994777
3615,660 YISHUN AVE 4,1.42162688,103.8397046
7534,660A JURONG WEST ST 64,1.335691638,103.7043017
7564,660B JURONG WEST ST 64,1.336205595,103.7041774
7150,660C JURONG WEST ST 64,1.336660552,103.7037303
7353,660D JURONG WEST ST 64,1.33638401,103.7033827
1613,661 BUFFALO RD,1.306710983,103.8501344
7020,661 CHOA CHU KANG CRES,1.400828161,103.7505655
2594,661 HOUGANG AVE 4,1.374025687,103.8828041
6066,661 JLN DAMAI,1.334476718,103.9078849
6518,661 WOODLANDS RING RD,1.435359721,103.7988337
4976,661 YISHUN AVE 4,1.422015232,103.8407143
9370,661A EDGEDALE PLAINS,1.403030566,103.9170807
7535,661A JURONG WEST ST 64,1.335679446,103.7051412
9430,661B EDGEDALE PLAINS,1.402485648,103.9167514
7536,661B JURONG WEST ST 64,1.335849388,103.7055253
9414,661C EDGEDALE PLAINS,1.402071587,103.91748
7537,661C JURONG WEST ST 64,1.33607704,103.7050502
7565,661D JURONG WEST ST 64,1.336549399,103.7045829
399,662 BUFFALO RD,1.306247229,103.849956
7147,662 CHOA CHU KANG CRES,1.401474823,103.7507914
3356,662 HOUGANG AVE 4,1.374483624,103.8824422
5110,662 JLN DAMAI,1.334654581,103.9082216
6538,662 WOODLANDS RING RD,1.435565379,103.7980902
3096,662 YISHUN AVE 4,1.420539324,103.8406901
9398,662A EDGEDALE PLAINS,1.402004486,103.9183264
7538,662A JURONG WEST ST 64,1.336885783,103.7027397
9400,662B EDGEDALE PLAINS,1.401721537,103.918691
7456,662B JURONG WEST ST 64,1.337019496,103.7033882
9399,662C EDGEDALE PLAINS,1.401391816,103.9185139
7640,662C JURONG WEST ST 64,1.337480828,103.7040163
9447,662D EDGEDALE PLAINS,1.40167256,103.9180028
7457,662D JURONG WEST ST 64,1.336978387,103.7042794
398,663 BUFFALO RD,1.305680317,103.8508577
7064,663 CHOA CHU KANG CRES,1.401984751,103.7507884
5011,663 JLN DAMAI,1.334759317,103.9087091
6519,663 WOODLANDS RING RD,1.436220916,103.7984103
3729,663 YISHUN AVE 4,1.419886313,103.8400518
7121,663A JURONG WEST ST 65,1.338531459,103.7015451
9215,663A PUNGGOL DR,1.400243477,103.91708
5042,663A YISHUN AVE 4,1.420140403,103.8396925
7217,663B JURONG WEST ST 65,1.338132418,103.701603
9244,663B PUNGGOL DR,1.400771226,103.9173487
7192,663C JURONG WEST ST 65,1.338045314,103.7024297
9236,663C PUNGGOL DR,1.400365494,103.9176319
7151,663D JURONG WEST ST 65,1.338844407,103.7023394
391,664 BUFFALO RD,1.306132465,103.8511125
7146,664 CHOA CHU KANG CRES,1.402296185,103.7504385
5961,664 JLN DAMAI,1.334148702,103.9090056
6539,664 WOODLANDS RING RD,1.436198457,103.7977989
4539,664 YISHUN AVE 4,1.420199866,103.8410746
7095,664A JURONG WEST ST 64,1.339206416,103.7033975
9232,664A PUNGGOL DR,1.399432183,103.9175107
4897,664A YISHUN AVE 4,1.420552661,103.8412172
7119,664B JURONG WEST ST 64,1.33835413,103.7035857
9237,664B PUNGGOL DR,1.40006477,103.9178515
7096,664C JURONG WEST ST 64,1.338211253,103.7031556
7120,664D JURONG WEST ST 64,1.338946411,103.7027844
7176,665 CHOA CHU KANG CRES,1.401997458,103.7500784
3503,665 HOUGANG AVE 4,1.374039851,103.8843911
5962,665 JLN DAMAI,1.334135005,103.9081299
7133,665 WOODLANDS RING RD,1.438012808,103.7976719
4845,665 YISHUN AVE 4,1.419783239,103.840574
7279,665A JURONG WEST ST 64,1.340093192,103.7031243
9169,665A PUNGGOL DR,1.402282728,103.9136377
7598,665B JURONG WEST ST 64,1.339798317,103.7029436
9218,665B PUNGGOL DR,1.402040572,103.9141411
9185,665C PUNGGOL DR,1.401491646,103.9144591
7345,666 CHOA CHU KANG CRES,1.402439441,103.7499206
4077,666 HOUGANG AVE 4,1.373813035,103.8849337
6096,666 JLN DAMAI,1.333565436,103.9081025
7166,666 WOODLANDS RING RD,1.438293385,103.797399
3697,666 YISHUN AVE 4,1.418998472,103.840568
7485,666A JURONG WEST ST 65,1.339767995,103.7013798
9153,666A PUNGGOL DR,1.401536312,103.915078
3674,666A YISHUN AVE 4,1.419408052,103.8399938
7641,666B JURONG WEST ST 65,1.339614224,103.7019586
9136,666B PUNGGOL DR,1.401796725,103.9152781
6675,667 CHOA CHU KANG CRES,1.40258974,103.7496297
3539,667 HOUGANG AVE 4,1.373785015,103.8838491
5992,667 JLN DAMAI,1.33374545,103.9088586
7210,667 WOODLANDS RING RD,1.438645519,103.7979184
7218,667A JURONG WEST ST 65,1.341758561,103.7014904
9115,667A PUNGGOL DR,1.40260031,103.9139714
7183,667B JURONG WEST ST 65,1.340974795,103.7016029
