,town_geocode
4207,"('1.37830357075531', '103.750108106647')"
4208,"('1.38079049641025', '103.75195441174')"
4209,"('1.37311063009805', '103.885636629182')"
4210,"('1.37187111601411', '103.893790162294')"
4211,"('1.37273945323962', '103.881759777908')"
4212,"('1.34460158675371', '103.689712964527')"
4213,"('1.34117518124864', '103.68645214091')"
4214,"('1.37375878560179', '103.959715097164')"
4215,"('1.36582030229146', '103.954308255767')"
4216,"('1.36618432371868', '103.954324674252')"
4217,"('1.36548783115926', '103.955273377381')"
4218,"('1.37058566924192', '103.958107186493')"
4219,"('1.34709953097526', '103.872473185452')"
4220,"('1.34765204915862', '103.873129208866')"
4221,"('1.35371258898409', '103.931944756571')"
4222,"('1.34811106445663', '103.941241973001')"
4223,"('1.3501781901882', '103.941193548918')"
4224,"('1.34916983775073', '103.941421249043')"
4225,"('1.34977339661508', '103.940622244099')"
4226,"('1.33389588710225', '103.857558824931')"
4227,"('1.430239670696', '103.780217792565')"
4228,"('1.41717564266771', '103.839341384551')"
4229,"('1.41309901104205', '103.833867702757')"
4230,"('1.42767563138391', '103.846523499407')"
4231,"('1.42460205303196', '103.833222391677')"
4232,"('1.42106180523936', '103.838806521089')"
4233,"('1.323653452481', '103.910853623161')"
4234,"('1.32557930714658', '103.91065754789')"
4235,"('1.32563496745023', '103.909815198327')"
4236,"('1.35874409683171', '103.832689845734')"
4237,"('1.34651344118157', '103.744614358938')"
4238,"('1.37637448213033', '103.76732428038')"
4239,"('1.37653754453637', '103.769042225686')"
4240,"('1.37764375094845', '103.769975127983')"
4241,"('1.37510655684523', '103.774311815914')"
4242,"('1.3823035279606', '103.768801155885')"
4243,"('1.38602501192541', '103.770847695844')"
4244,"('1.38394433275237', '103.768093178816')"
4245,"('1.38431966142748', '103.768865859999')"
4246,"('1.38394510110813', '103.769613738594')"
4247,"('1.38439637247239', '103.770045042926')"
4248,"('1.38249502425508', '103.767319126589')"
4249,"('1.37765001961331', '103.7529943035')"
4250,"('1.37787904560638', '103.752103670331')"
4251,"('1.37748545136822', '103.751921303308')"
4252,"('1.37898192310747', '103.751779491677')"
4253,"('1.37851898360363', '103.749630691351')"
4254,"('1.378324137359', '103.752950750544')"
4255,"('1.32522701807049', '103.899400226499')"
4256,"('1.35361343990292', '103.888145554328')"
4257,"('1.36546009765406', '103.894248890923')"
4258,"('1.37273622417586', '103.894629349778')"
4259,"('1.35138924569174', '103.887042425781')"
4260,"('1.32098928416148', '103.738180684101')"
4261,"('1.34287698980059', '103.689772560657')"
4262,"('1.34181837063727', '103.686836939175')"
4263,"('1.34100580092019', '103.689898814776')"
4264,"('1.34162140661587', '103.689734175235')"
4265,"('1.34170245953319', '103.692916978764')"
4266,"('1.32712439587226', '103.721781699843')"
4267,"('1.30764582367725', '103.860269172676')"
4268,"('1.36589316333354', '103.955221658333')"
4269,"('1.36843978256229', '103.957539363459')"
4270,"('1.36686954737879', '103.954504704247')"
4271,"('1.37216290593954', '103.961379503001')"
4272,"('1.37095910000001', '103.959051431497')"
4273,"('1.36623151890844', '103.954045012938')"
4274,"('1.2978422167034', '103.796607956622')"
4275,"('1.35320015610698', '103.872208837406')"
4276,"('1.348845490498', '103.875224639926')"
4277,"('1.34778813419006', '103.875198480006')"
4278,"('1.34880894396479', '103.874405968198')"
4279,"('1.34777896722642', '103.873842922123')"
4280,"('1.34845728580359', '103.873946828694')"
4281,"('1.34914801025152', '103.873853061746')"
4282,"('1.34585135529578', '103.955069793124')"
4283,"('1.35138260051505', '103.940372866717')"
4284,"('1.3464819949059', '103.941699826556')"
4285,"('1.36163049178175', '103.953000933898')"
4286,"('1.34517037107871', '103.959675912667')"
4287,"('1.34515048204718', '103.958719815836')"
4288,"('1.34360960148098', '103.956903452364')"
4289,"('1.34991348311537', '103.931049462008')"
4290,"('1.34943571232065', '103.94073476034')"
4291,"('1.3316593734688', '103.857761545923')"
4292,"('1.33219206746415', '103.858498713624')"
4293,"('1.33173315408576', '103.858329268353')"
4294,"('1.43468716061317', '103.77543005533')"
4295,"('1.44168228349553', '103.785984689784')"
4296,"('1.42620385438309', '103.847273164146')"
4297,"('1.41205199425122', '103.833971364854')"
4298,"('1.42890496692964', '103.845206071037')"
4299,"('1.41941184916032', '103.832841344452')"
4300,"('1.32278533891234', '103.911863020755')"
4301,"('1.36166764006371', '103.842743222032')"
4302,"('1.36131844778476', '103.842683755643')"
4303,"('1.35760845502824', '103.845962909702')"
4304,"('1.34557936871928', '103.85291195716')"
4305,"('1.28529691796456', '103.833235327463')"
4306,"('1.37450314600347', '103.775760431174')"
4307,"('1.37714832714712', '103.774023829674')"
4308,"('1.3805207559387', '103.771291134609')"
4309,"('1.38623384280798', '103.771188152165')"
4310,"('1.37554049402626', '103.772545153157')"
4311,"('1.38539699350939', '103.769211131634')"
4312,"('1.37581593705491', '103.767563450683')"
4313,"('1.37457035529603', '103.769825791429')"
4314,"('1.3795891559942', '103.751272002099')"
4315,"('1.37713078246274', '103.753555993761')"
4316,"('1.3802069557625', '103.748137630209')"
4317,"('1.37865989251211', '103.752077659463')"
4318,"('1.37119603301108', '103.8936681638')"
4319,"('1.37955905829566', '103.891414156096')"
4320,"('1.3802225179958', '103.888553286177')"
4321,"('1.37499448536857', '103.893254965962')"
4322,"('1.34361509877239', '103.690684967957')"
4323,"('1.34610886408457', '103.698426986147')"
4324,"('1.34484905579241', '103.694814169254')"
4325,"('1.34253230826622', '103.694438315684')"
4326,"('1.37449502119344', '103.95736253025')"
4327,"('1.36821459742728', '103.953145772884')"
4328,"('1.37603781709578', '103.944889854263')"
4329,"('1.34812643498708', '103.876605097771')"
4330,"('1.34847174655036', '103.873273380692')"
4331,"('1.34724731259566', '103.873453024365')"
4332,"('1.35023461141351', '103.935764519889')"
4333,"('1.34571936968925', '103.959934930653')"
4334,"('1.34941515758326', '103.931405999705')"
4335,"('1.35456842419882', '103.931884752503')"
4336,"('1.34535115701675', '103.960120896288')"
4337,"('1.35014194820998', '103.93147422612')"
4338,"('1.35394540555523', '103.932198728257')"
4339,"('1.35138263695726', '103.939994840745')"
4340,"('1.35477615386172', '103.933979626979')"
4341,"('1.35199362514162', '103.955873185179')"
4342,"('1.35309006288582', '103.932242864561')"
4343,"('1.33069367982742', '103.85635902134')"
4344,"('1.33106275926124', '103.855267005685')"
4345,"('1.33050536301596', '103.855776378989')"
4346,"('1.33136716741014', '103.855879359987')"
4347,"('1.43154436490385', '103.778095217113')"
4348,"('1.44112676463939', '103.790653628633')"
4349,"('1.43993982621554', '103.839382313028')"
4350,"('1.41562517345068', '103.835446503581')"
4351,"('1.42904594086189', '103.844621567434')"
4352,"('1.36601817469807', '103.839361424233')"
4353,"('1.32313486125334', '103.91204571131')"
4354,"('1.34660370387638', '103.849915297835')"
4355,"('1.35531327191887', '103.847698285024')"
4356,"('1.3573972751367', '103.849430248207')"
4357,"('1.35925940866068', '103.75069463109')"
4358,"('1.36134370379955', '103.75123068355')"
4359,"('1.37591870711085', '103.766191760192')"
4360,"('1.38545924836708', '103.77050511557')"
4361,"('1.38683387310593', '103.770094860892')"
4362,"('1.38664061678035', '103.770534452658')"
4363,"('1.38310056220431', '103.767566027315')"
4364,"('1.37987102781951', '103.750647321595')"
4365,"('1.377082841385', '103.754394432037')"
4366,"('1.3823730080302', '103.741352252705')"
4367,"('1.37987227900139', '103.744605644093')"
4368,"('1.38328262549326', '103.74511032068')"
4369,"('1.37805538148223', '103.753588247554')"
4370,"('1.37884241697393', '103.750339351326')"
4371,"('1.32967348010041', '103.903784250226')"
4372,"('1.37912308611848', '103.89428875283')"
4373,"('1.33993327217519', '103.738514477739')"
4374,"('1.3427083627467', '103.693576643138')"
4375,"('1.34420009942757', '103.69045184945')"
4376,"('1.343694927282', '103.689789273674')"
4377,"('1.34330790784966', '103.688873352514')"
4378,"('1.34057937455948', '103.687170663318')"
4379,"('1.36892657029538', '103.954870571077')"
4380,"('1.37152385430804', '103.954753075267')"
4381,"('1.37698794094569', '103.944846221514')"
4382,"('1.34885014270392', '103.87600083488')"
4383,"('1.36810159794642', '103.874987831018')"
4384,"('1.37301318430857', '103.872874277575')"
4385,"('1.34770993817735', '103.872811484848')"
4386,"('1.34718613034606', '103.872968182223')"
4387,"('1.36859420920975', '103.874523249204')"
4388,"('1.37418391177285', '103.876105569742')"
4389,"('1.34849544899052', '103.875566867625')"
4390,"('1.36822699874589', '103.875548830412')"
4391,"('1.35048494954503', '103.930912572366')"
4392,"('1.34607302489279', '103.958432281147')"
4393,"('1.35454672026968', '103.933739145787')"
4394,"('1.35436451815763', '103.933391644725')"
4395,"('1.34462159576141', '103.959417493708')"
4396,"('1.34480182914055', '103.959861576671')"
4397,"('1.35511311954001', '103.934046408805')"
4398,"('1.3315468916112', '103.85701736179')"
4399,"('1.33121483034864', '103.857241754706')"
4400,"('1.43333328424957', '103.774921567416')"
4401,"('1.32348906535172', '103.911407840981')"
4402,"('1.33127394793618', '103.906171497468')"
4403,"('1.27707706879078', '103.831425856916')"
4404,"('1.33753956576433', '103.773161066389')"
4405,"('1.37795798795128', '103.752931630674')"
4406,"('1.38010501012606', '103.749632027385')"
4407,"('1.37708162127187', '103.752870448301')"
4408,"('1.38308302434129', '103.747076627693')"
4409,"('1.38078152626664', '103.74466959968')"
4410,"('1.37788964623982', '103.754239909547')"
4411,"('1.37936125002', '103.892035568366')"
4412,"('1.37543488475803', '103.893743438459')"
4413,"('1.37748270574942', '103.895433417962')"
4414,"('1.38093220261348', '103.889121423349')"
4415,"('1.34902708903263', '103.718429933971')"
4416,"('1.34423929257627', '103.690130101882')"
4417,"('1.34000730508584', '103.693804703262')"
4418,"('1.3397332157817', '103.694494312117')"
4419,"('1.34563788771752', '103.693154084865')"
4420,"('1.3419852709683', '103.695305614073')"
4421,"('1.34245365802942', '103.690088275691')"
4422,"('1.31149898527826', '103.874031815966')"
4423,"('1.36714920047941', '103.954805267521')"
4424,"('1.36769508123853', '103.958404209993')"
4425,"('1.36845058392966', '103.954961424604')"
4426,"('1.37110521918972', '103.954876767473')"
4427,"('1.3744172834429', '103.960854400578')"
4428,"('1.36899342078075', '103.949117873932')"
4429,"('1.37090715567444', '103.959642340082')"
4430,"('1.37181108706218', '103.95438126271')"
4431,"('1.34626598680467', '103.873199803702')"
4432,"('1.34779505728772', '103.876022094599')"
4433,"('1.34920192004095', '103.875859701938')"
4434,"('1.34814738936672', '103.875590835007')"
4435,"('1.35225585047419', '103.955225444586')"
4436,"('1.35422172661633', '103.932354147638')"
4437,"('1.35984427795017', '103.956436060173')"
4438,"('1.33112194856316', '103.857779754242')"
4439,"('1.42703376622136', '103.847088611879')"
4440,"('1.4207774664772', '103.835219474502')"
4441,"('1.32345184052589', '103.911904886504')"
4442,"('1.32221773472774', '103.937001345916')"
4443,"('1.33091027626006', '103.905857348536')"
4444,"('1.32495459884083', '103.910175149612')"
4445,"('1.34507321944682', '103.855542321231')"
4446,"('1.35910250034016', '103.830578346914')"
4447,"('1.34455983329518', '103.855737419596')"
4448,"('1.34795232546741', '103.757962779285')"
4449,"('1.36159798220173', '103.749460679642')"
4450,"('1.28569738247167', '103.830391160227')"
4451,"('1.37461056095475', '103.768753597677')"
4452,"('1.38185025770492', '103.767573058956')"
4453,"('1.37521334525041', '103.774095682531')"
4454,"('1.38233492640361', '103.767677663417')"
4455,"('1.38637062116916', '103.76981124939')"
4456,"('1.3743878788765', '103.769399954719')"
4457,"('1.3862212525698', '103.769484069418')"
4458,"('1.33840274997298', '103.772685801666')"
4459,"('1.33800261167656', '103.77260327239')"
4460,"('1.33830479751081', '103.773541593643')"
4461,"('1.33796491184368', '103.774015746707')"
4462,"('1.38217295387287', '103.747211973147')"
4463,"('1.38094750691966', '103.746495785208')"
4464,"('1.37542347327419', '103.894728671793')"
4465,"('1.37952942233332', '103.889890516648')"
4466,"('1.37361830380888', '103.885748856217')"
4467,"('1.3761286530375', '103.894831285996')"
4468,"('1.36884149044469', '103.895593178635')"
4469,"('1.34052311772669', '103.689190161416')"
4470,"('1.34388068772887', '103.688795307632')"
4471,"('1.34440826739845', '103.690958705202')"
4472,"('1.34372024772129', '103.689377054654')"
4473,"('1.31234800506209', '103.873747840397')"
4474,"('1.36938405176505', '103.95649211363')"
4475,"('1.37404167538311', '103.95999917309')"
4476,"('1.36408380360326', '103.960249459181')"
4477,"('1.3651306413506', '103.959433090412')"
4478,"('1.36840453035745', '103.954483834817')"
4479,"('1.30853249504926', '103.792385082436')"
4480,"('1.34979652655763', '103.874499574976')"
4481,"('1.36778495249736', '103.875011736305')"
4482,"('1.34993639393716', '103.875055737858')"
4483,"('1.34968017478362', '103.875279710468')"
4484,"('1.35568233282536', '103.944448547002')"
4485,"('1.35542753409621', '103.951447223791')"
4486,"('1.35945906604301', '103.94557471094')"
4487,"('1.35389242521044', '103.934251462733')"
4488,"('1.34416652504865', '103.956338322334')"
4489,"('1.3561953607168', '103.949663054432')"
4490,"('1.35221704775536', '103.956804059982')"
4491,"('1.33862553964099', '103.847769284458')"
4492,"('1.43883122583239', '103.789589257706')"
4493,"('1.43352424523671', '103.782516336037')"
4494,"('1.32297309915876', '103.911228144346')"
4495,"('1.35871142499038', '103.831720136073')"
4496,"('1.36114689488207', '103.843966049555')"
4497,"('1.3589454923031', '103.847698656761')"
4498,"('1.35898689332218', '103.843324418377')"
4499,"('1.34658075804384', '103.744085377206')"
4500,"('1.36551707909265', '103.745143912983')"
4501,"('1.37850873559017', '103.773212348159')"
4502,"('1.37724089201276', '103.773165362793')"
4503,"('1.37425443630172', '103.769865588466')"
4504,"('1.38573032403926', '103.771212580732')"
4505,"('1.33996269630769', '103.77389767866')"
4506,"('1.33820236785945', '103.774522626293')"
4507,"('1.37921555538309', '103.750399424474')"
4508,"('1.3824698614123', '103.747347893013')"
4509,"('1.38216660471552', '103.742248296899')"
4510,"('1.38444682435766', '103.74108952188')"
4511,"('1.37962407045143', '103.745530138585')"
4512,"('1.31681884371364', '103.876639624866')"
4513,"('1.37332122552781', '103.88636553205')"
4514,"('1.37580558530644', '103.894819073452')"
4515,"('1.37647221404827', '103.893822113477')"
4516,"('1.37913196653041', '103.893530769461')"
4517,"('1.37695171842745', '103.891748637325')"
4518,"('1.38051823194681', '103.887953237737')"
4519,"('1.37563298230886', '103.893107879251')"
4520,"('1.34234942956379', '103.690874115788')"
4521,"('1.34545304789507', '103.697715535254')"
4522,"('1.34566786108845', '103.695791563809')"
4523,"('1.35020561451168', '103.87481852314')"
4524,"('1.37491459857485', '103.873217877598')"
4525,"('1.36843456862046', '103.875006492339')"
4526,"('1.34295970419769', '103.955474153095')"
4527,"('1.35425061217797', '103.934476874643')"
4528,"('1.36022206338794', '103.956335998151')"
4529,"('1.34425348635592', '103.959602823483')"
4530,"('1.36227153949674', '103.954185668192')"
4531,"('1.36342461933236', '103.953941069939')"
4532,"('1.35919256321783', '103.956796780851')"
4533,"('1.35586379234092', '103.956049133991')"
4534,"('1.35346317253703', '103.956791098556')"
4535,"('1.3640424824533', '103.952424391016')"
4536,"('1.43935738527727', '103.791456748597')"
4537,"('1.44116917695062', '103.791573383667')"
4538,"('1.42054246920571', '103.834167489815')"
4539,"('1.42019986585643', '103.841074643136')"
4540,"('1.32430604941035', '103.921625366639')"
4541,"('1.32564831471452', '103.91011217937')"
4542,"('1.3456922669362', '103.850399346338')"
4543,"('1.34565720294218', '103.854641447626')"
4544,"('1.35996780310394', '103.842246599628')"
4545,"('1.3846500073791', '103.76951726565')"
4546,"('1.38585799382058', '103.769495984289')"
4547,"('1.33777302768485', '103.775130712626')"
4548,"('1.38065374616798', '103.746367294001')"
4549,"('1.38045272354815', '103.751556332544')"
4550,"('1.37805373450801', '103.750693424497')"
4551,"('1.38041181166501', '103.75258047021')"
4552,"('1.37936988042156', '103.74286869532')"
4553,"('1.39241245545517', '103.74154895979')"
4554,"('1.31716058404978', '103.876582889534')"
4555,"('1.3739584050047', '103.886898456705')"
4556,"('1.37036355618575', '103.889999645495')"
4557,"('1.36924513965156', '103.895969353276')"
4558,"('1.37781568057175', '103.891282467147')"
4559,"('1.36974568769699', '103.898840992104')"
4560,"('1.37183988429908', '103.880739516375')"
4561,"('1.33911774809754', '103.693671500024')"
4562,"('1.34670519811102', '103.69427104484')"
4563,"('1.34515689436503', '103.693114061742')"
4564,"('1.33964717776069', '103.693272142015')"
4565,"('1.37449176913404', '103.958262498026')"
4566,"('1.37889015464227', '103.940140226886')"
4567,"('1.3684636800666', '103.956009070114')"
4568,"('1.37346122110823', '103.962314187689')"
4569,"('1.37539869626645', '103.946231522897')"
4570,"('1.36725606646986', '103.874813498992')"
4571,"('1.3558033565401', '103.945102946956')"
4572,"('1.36178565471454', '103.956532457975')"
4573,"('1.36123685622591', '103.950996094324')"
4574,"('1.35316793762096', '103.960688653393')"
4575,"('1.43319140316565', '103.781594917057')"
4576,"('1.42190178136628', '103.838605643566')"
4577,"('1.34925602280733', '103.752037439341')"
4578,"('1.37184315960331', '103.775222401611')"
4579,"('1.38146075573503', '103.748182713332')"
4580,"('1.37598297260748', '103.895426311766')"
4581,"('1.37912886060976', '103.890377946027')"
4582,"('1.37752800104625', '103.89360316857')"
4583,"('1.34045491398403', '103.738426702342')"
4584,"('1.34134181836569', '103.692491245922')"
4585,"('1.34024147892312', '103.693549591586')"
4586,"('1.34435137284809', '103.697497312594')"
4587,"('1.34578289547379', '103.697658651819')"
4588,"('1.34641262878569', '103.697839347889')"
4589,"('1.37349977144258', '103.957588753401')"
4590,"('1.3701664165127', '103.954785587471')"
4591,"('1.37148475368544', '103.957361138968')"
4592,"('1.37184727848388', '103.957373296316')"
4593,"('1.37114196179247', '103.958819178364')"
4594,"('1.36198405238232', '103.960695828184')"
4595,"('1.37141488256463', '103.959637410427')"
4596,"('1.36892715013275', '103.952653834886')"
4597,"('1.3689614816091', '103.953357370821')"
4598,"('1.36926449241468', '103.96169261157')"
4599,"('1.29619171855669', '103.804541873744')"
4600,"('1.35201370917807', '103.931999320762')"
4601,"('1.36050029022569', '103.957151008983')"
4602,"('1.36442076452696', '103.95294031503')"
4603,"('1.33131573283592', '103.85665702204')"
4604,"('1.32985845976054', '103.855821390119')"
4605,"('1.33284519984898', '103.85782877187')"
4606,"('1.43174566146212', '103.780658303142')"
4607,"('1.42691548147226', '103.837351206319')"
4608,"('1.42289893948061', '103.839085737837')"
4609,"('1.42377923058461', '103.840051834366')"
4610,"('1.32376290096685', '103.924155605966')"
4611,"('1.35851090906303', '103.830066980252')"
4612,"('1.35908432197931', '103.831751021639')"
4613,"('1.35840616993705', '103.831431580561')"
4614,"('1.34703672763612', '103.744977459595')"
4615,"('1.38252550607593', '103.747937128636')"
4616,"('1.37860430951383', '103.74096177665')"
4617,"('1.38012255733941', '103.741885701698')"
4618,"('1.38004752975397', '103.752483841199')"
4619,"('1.38079125656246', '103.749226658966')"
4620,"('1.38133728174881', '103.749449671373')"
4621,"('1.37614023951393', '103.893823744606')"
4622,"('1.37880333699233', '103.890373626034')"
4623,"('1.37372775627824', '103.897221529451')"
4624,"('1.37624747605037', '103.8931285136')"
4625,"('1.34911301335269', '103.718764842328')"
4626,"('1.34609924869822', '103.697696360087')"
4627,"('1.34253778939404', '103.691438130951')"
4628,"('1.37114186482906', '103.958096908654')"
4629,"('1.37146905636813', '103.958127973592')"
4630,"('1.36701303343966', '103.950865060003')"
4631,"('1.36877568746945', '103.956300375904')"
4632,"('1.37062192913962', '103.961110522182')"
4633,"('1.36635102099633', '103.962373134597')"
4634,"('1.37042585991842', '103.954516818246')"
4635,"('1.37003389949154', '103.954505634101')"
4636,"('1.37247361637556', '103.875802118899')"
4637,"('1.3611299396487', '103.949803200633')"
4638,"('1.36296253151948', '103.954955444255')"
4639,"('1.36189785863171', '103.952639447182')"
4640,"('1.43068809166629', '103.775651955153')"
4641,"('1.33387673357825', '103.942883460977')"
4642,"('1.35857465962241', '103.829747971343')"
4643,"('1.35904538127014', '103.829898490029')"
4644,"('1.3618323500025', '103.745225942903')"
4645,"('1.28582331821306', '103.803532208512')"
4646,"('1.37600740723183', '103.766884122419')"
4647,"('1.3818369774308', '103.74946480804')"
4648,"('1.37900459646071', '103.745926026056')"
4649,"('1.38149344880731', '103.750955861582')"
4650,"('1.37645924477185', '103.894857328635')"
4651,"('1.34307732968771', '103.692906031929')"
4652,"('1.36956993932329', '103.954864275083')"
4653,"('1.36899801064525', '103.958647641559')"
4654,"('1.37519783785938', '103.95834306012')"
4655,"('1.36800821938076', '103.95190995946')"
4656,"('1.37370903858617', '103.96321602063')"
4657,"('1.37263476681332', '103.873398297569')"
4658,"('1.3555484823662', '103.945616071023')"
4659,"('1.43332338026154', '103.776486303321')"
4660,"('1.43832145228652', '103.777752033887')"
4661,"('1.33016740105574', '103.904849291949')"
4662,"('1.34452706951365', '103.855213610381')"
4663,"('1.35835553844469', '103.830397807509')"
4664,"('1.38118249686415', '103.745966246926')"
4665,"('1.38830517444057', '103.742322678004')"
4666,"('1.38110321986228', '103.74769368897')"
4667,"('1.3794804401214', '103.893201685049')"
4668,"('1.34399335727786', '103.697595848966')"
4669,"('1.34128694894302', '103.692069415924')"
4670,"('1.34775337100719', '103.697968713143')"
4671,"('1.34633419863932', '103.696531225915')"
4672,"('1.34525788684192', '103.694214035887')"
4673,"('1.31179784731942', '103.873852489639')"
4674,"('1.36805525886307', '103.955767151318')"
4675,"('1.37163660120977', '103.955620745818')"
4676,"('1.36797542087548', '103.952769233953')"
4677,"('1.37414415644548', '103.942957213353')"
4678,"('1.37115763840719', '103.961118398796')"
4679,"('1.36729984816042', '103.953481389198')"
4680,"('1.37447033709723', '103.962580230162')"
4681,"('1.29490307854693', '103.803699298575')"
4682,"('1.34814760717489', '103.874419496654')"
4683,"('1.37132989972491', '103.872922899677')"
4684,"('1.35087595592887', '103.958127135791')"
4685,"('1.35059655547526', '103.93755033214')"
4686,"('1.43045857968039', '103.77616959046')"
4687,"('1.44215340952621', '103.791733417825')"
4688,"('1.41253085427676', '103.834227877195')"
4689,"('1.42373289076121', '103.846082250956')"
4690,"('1.33170961948351', '103.905702136908')"
4691,"('1.35872842612016', '103.830642754421')"
4692,"('1.3592357565259', '103.832368846087')"
4693,"('1.35747696103365', '103.84883618436')"
4694,"('1.28400391666539', '103.831529775519')"
4695,"('1.30630673276789', '103.855387281341')"
4696,"('1.38148303585952', '103.740309029232')"
4697,"('1.38074415084014', '103.751221118009')"
4698,"('1.38025443409642', '103.743214351168')"
4699,"('1.37408160936175', '103.893976658926')"
4700,"('1.34872718063365', '103.718715391434')"
4701,"('1.34699810840798', '103.69452875928')"
4702,"('1.34384901678586', '103.6935080903')"
4703,"('1.37362250241917', '103.955932241638')"
4704,"('1.3747414028881', '103.956621651363')"
4705,"('1.37193962542694', '103.955451668479')"
4706,"('1.36447159982392', '103.964915429197')"
4707,"('1.36930079924597', '103.961023589094')"
4708,"('1.37614970669375', '103.944239093702')"
4709,"('1.36467471789502', '103.962236289299')"
4710,"('1.37281637140974', '103.953933460075')"
4711,"('1.36026524882674', '103.958372350188')"
4712,"('1.35336372874342', '103.955477865389')"
4713,"('1.3629698988553', '103.954391828405')"
4714,"('1.33024058590573', '103.856533205246')"
4715,"('1.42989255980863', '103.773853927578')"
4716,"('1.43005749573809', '103.779439838598')"
4717,"('1.43042123905158', '103.77958246528')"
4718,"('1.43947828856474', '103.790258027127')"
4719,"('1.38277661697844', '103.770296650614')"
4720,"('1.38273377745725', '103.76905568204')"
4721,"('1.38671359425711', '103.769773159389')"
4722,"('1.38283798336508', '103.745841987451')"
4723,"('1.37342329350967', '103.893600213613')"
4724,"('1.3735640903293', '103.89307111249')"
4725,"('1.38031493250493', '103.889395003894')"
4726,"('1.37785936475213', '103.94350622134')"
4727,"('1.37452601630701', '103.875744233814')"
4728,"('1.36075138577022', '103.957877074612')"
4729,"('1.3630082896792', '103.952704897774')"
4730,"('1.43954044226501', '103.789984103931')"
4731,"('1.43611425409216', '103.837605235958')"
4732,"('1.361084979743', '103.844635646145')"
4733,"('1.35751189682984', '103.848303415822')"
4734,"('1.35761490834313', '103.842145079114')"
4735,"('1.28820018880462', '103.808369387433')"
4736,"('1.37817045766097', '103.740252438446')"
4737,"('1.38062798768557', '103.741520103731')"
4738,"('1.38148413412097', '103.744533459829')"
4739,"('1.38334049587446', '103.742083284398')"
4740,"('1.38523428420139', '103.74270487573')"
4741,"('1.37893095463901', '103.741564347018')"
4742,"('1.34584119966198', '103.699605445991')"
4743,"('1.34559270009436', '103.70789526133')"
4744,"('1.32676126001247', '103.721288499183')"
4745,"('1.3254120484659', '103.857481385973')"
4746,"('1.37376656667899', '103.955388318547')"
4747,"('1.37362757229605', '103.954517357402')"
4748,"('1.37291719840656', '103.954225824192')"
4749,"('1.37268853524266', '103.961778642664')"
4750,"('1.37505768778741', '103.942533878557')"
4751,"('1.37200972461679', '103.958089263401')"
4752,"('1.37461893085731', '103.872573520638')"
4753,"('1.36254137108389', '103.950930986011')"
4754,"('1.35250493912815', '103.960594510325')"
4755,"('1.41395615585088', '103.833739658781')"
4756,"('1.32410957329794', '103.922579145734')"
4757,"('1.34841689796891', '103.849077333761')"
4758,"('1.38225913645163', '103.770268856173')"
4759,"('1.37736736489734', '103.767748758874')"
4760,"('1.38192104456083', '103.747901184928')"
4761,"('1.382499287735', '103.746505383614')"
4762,"('1.37376540402435', '103.89348280785')"
4763,"('1.3771713742984', '103.895401018469')"
4764,"('1.3434262949173', '103.690924219836')"
4765,"('1.3460494791315', '103.694422327392')"
4766,"('1.37007368495954', '103.956730877173')"
4767,"('1.37433415246216', '103.960352191633')"
4768,"('1.3719536014019', '103.956353802014')"
4769,"('1.37268850051357', '103.955507049257')"
4770,"('1.35464768326021', '103.94554932204')"
4771,"('1.44202662604033', '103.789905781681')"
4772,"('1.42814009724191', '103.774574393421')"
4773,"('1.38322219117285', '103.770836884573')"
4774,"('1.38335694185996', '103.746605997144')"
4775,"('1.31700019582001', '103.875994635636')"
4776,"('1.37447080577543', '103.893091053432')"
4777,"('1.3459430568526', '103.697134589327')"
4778,"('1.37244558096567', '103.956149923828')"
4779,"('1.36394845899024', '103.959181035972')"
4780,"('1.37647221006', '103.932761813675')"
4781,"('1.36942598554209', '103.961388925543')"
4782,"('1.36987234164767', '103.961582597621')"
4783,"('1.37324463481653', '103.876301643689')"
4784,"('1.35794400498988', '103.845536387985')"
4785,"('1.38251530490517', '103.745366946597')"
4786,"('1.38193097430224', '103.745583043297')"
4787,"('1.3803055953649', '103.747293951775')"
4788,"('1.37816643554536', '103.740967966102')"
4789,"('1.38037389462046', '103.740209588608')"
4790,"('1.31844042901657', '103.899852177666')"
4791,"('1.37477276713529', '103.894050578912')"
4792,"('1.37911514056099', '103.895119125321')"
4793,"('1.3788367824991', '103.895916209081')"
4794,"('1.37000908086653', '103.896057697471')"
4795,"('1.34640004716841', '103.69413936089')"
4796,"('1.34533160962097', '103.693436582709')"
4797,"('1.34845660136453', '103.699948982604')"
4798,"('1.32842965533407', '103.85678244292')"
4799,"('1.36770577441558', '103.955796373988')"
4800,"('1.36893288711175', '103.957951722203')"
4801,"('1.37679048572738', '103.94074158245')"
4802,"('1.36454232817849', '103.957472438655')"
4803,"('1.36805791982647', '103.956378453152')"
4804,"('1.37084212079513', '103.958350684252')"
4805,"('1.34665824913559', '103.87290463863')"
4806,"('1.37123838088051', '103.873306943445')"
4807,"('1.35257036820685', '103.957257299848')"
4808,"('1.35729122280137', '103.845845691915')"
4809,"('1.38213809278539', '103.749542169054')"
4810,"('1.38513876368188', '103.741050016887')"
4811,"('1.37804393558863', '103.893152628592')"
4812,"('1.37086998152791', '103.889670930929')"
4813,"('1.34533232392524', '103.695850950525')"
4814,"('1.34743827314555', '103.697936344468')"
